"COD_IBGE","NM_MUN","NM_MUN_S","BIOMA","NM_UF"
3300100,"ANGRA DOS REIS","ANGRA DOS REIS","Mata Atlantica","RIO DE JANEIRO"
3300100,"ANGRA DOS REIS","ANGRA DOS REIS","Mata Atlantica","RIO DE JANEIRO"
3300100,"ANGRA DOS REIS","ANGRA DOS REIS","Mata Atlantica","RIO DE JANEIRO"
3300100,"ANGRA DOS REIS","ANGRA DOS REIS","Mata Atlantica","RIO DE JANEIRO"
2901502,"ANGUERA","ANGUERA","Mata Atlantica","BAHIA"
4101150,"ÂNGULO","ANGULO","Mata Atlantica","PARANA"
5201207,"ANHANGUERA","ANHANGUERA","Cerrado","GOIAS"
3502309,"ANHEMBI","ANHEMBI","Cerrado","SAO PAULO"
3502309,"ANHEMBI","ANHEMBI","Mata Atlantica","SAO PAULO"
3502408,"ANHUMAS","ANHUMAS","Cerrado","SAO PAULO"
3502408,"ANHUMAS","ANHUMAS","Mata Atlantica","SAO PAULO"
5201306,"ANICUNS","ANICUNS","Cerrado","GOIAS"
2200707,"ANÍSIO DE ABREU","ANISIO DE ABREU","Caatinga","PIAUI"
4201000,"ANITA GARIBALDI","ANITA GARIBALDI","Mata Atlantica","SANTA CATARINA"
4201109,"ANITÁPOLIS","ANITAPOLIS","Mata Atlantica","SANTA CATARINA"
1300102,"ANORI","ANORI","Amazonia","AMAZONAS"
4300703,"ANTA GORDA","ANTA GORDA","Mata Atlantica","RIO GRANDE DO SUL"
2901601,"ANTAS","ANTAS","Caatinga","BAHIA"
4101200,"ANTONINA","ANTONINA","Mata Atlantica","PARANA"
2300804,"ANTONINA DO NORTE","ANTONINA DO NORTE","Caatinga","CEARA"
2200806,"ANTÔNIO ALMEIDA","ANTONIO ALMEIDA","Cerrado","PIAUI"
2901700,"ANTÔNIO CARDOSO","ANTONIO CARDOSO","Mata Atlantica","BAHIA"
4201208,"ANTÔNIO CARLOS","ANTONIO CARLOS","Mata Atlantica","SANTA CATARINA"
3102902,"ANTÔNIO CARLOS","ANTONIO CARLOS","Mata Atlantica","MINAS GERAIS"
3103009,"ANTÔNIO DIAS","ANTONIO DIAS","Mata Atlantica","MINAS GERAIS"
2901809,"ANTÔNIO GONÇALVES","ANTONIO GONCALVES","Caatinga","BAHIA"
5000906,"ANTÔNIO JOÃO","ANTONIO JOAO","Cerrado","MATO GROSSO DO SUL"
2400901,"ANTÔNIO MARTINS","ANTONIO MARTINS","Caatinga","RIO GRANDE DO NORTE"
4101309,"ANTÔNIO OLINTO","ANTONIO OLINTO","Mata Atlantica","PARANA"
4300802,"ANTÔNIO PRADO","ANTONIO PRADO","Mata Atlantica","RIO GRANDE DO SUL"
3103108,"ANTÔNIO PRADO DE MINAS","ANTONIO PRADO DE MINAS","Mata Atlantica","MINAS GERAIS"
3502507,"APARECIDA","APARECIDA","Mata Atlantica","SAO PAULO"
2500775,"APARECIDA","APARECIDA","Caatinga","PARAIBA"
3502606,"APARECIDA D'OESTE","APARECIDA D'OESTE","Mata Atlantica","SAO PAULO"
5201405,"APARECIDA DE GOIÂNIA","APARECIDA DE GOIANIA","Cerrado","GOIAS"
5201454,"APARECIDA DO RIO DOCE","APARECIDA DO RIO DOCE","Cerrado","GOIAS"
1701101,"APARECIDA DO RIO NEGRO","APARECIDA DO RIO NEGRO","Cerrado","TOCANTINS"
5001003,"APARECIDA DO TABOADO","APARECIDA DO TABOADO","Cerrado","MATO GROSSO DO SUL"
5001003,"APARECIDA DO TABOADO","APARECIDA DO TABOADO","Mata Atlantica","MATO GROSSO DO SUL"
3300159,"APERIBÉ","APERIBE","Mata Atlantica","RIO DE JANEIRO"
3200508,"APIACÁ","APIACA","Mata Atlantica","ESPIRITO SANTO"
5100805,"APIACÁS","APIACAS","Amazonia","MATO GROSSO"
3502705,"APIAÍ","APIAI","Mata Atlantica","SAO PAULO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
2100832,"APICUM-AÇU","APICUM-ACU","Amazonia","MARANHAO"
4201257,"APIÚNA","APIUNA","Mata Atlantica","SANTA CATARINA"
2401008,"APODI","APODI","Caatinga","RIO GRANDE DO NORTE"
2901908,"APORÁ","APORA","Caatinga","BAHIA"
2901908,"APORÁ","APORA","Mata Atlantica","BAHIA"
5201504,"APORÉ","APORE","Cerrado","GOIAS"
2901957,"APUAREMA","APUAREMA","Mata Atlantica","BAHIA"
4101408,"APUCARANA","APUCARANA","Mata Atlantica","PARANA"
2300903,"APUIARÉS","APUIARES","Caatinga","CEARA"
1300144,"APUÍ","APUI","Amazonia","AMAZONAS"
2800209,"AQUIDABÃ","AQUIDABA","Caatinga","SERGIPE"
2800209,"AQUIDABÃ","AQUIDABA","Mata Atlantica","SERGIPE"
5001102,"AQUIDAUANA","AQUIDAUANA","Cerrado","MATO GROSSO DO SUL"
5001102,"AQUIDAUANA","AQUIDAUANA","Pantanal","MATO GROSSO DO SUL"
2301000,"AQUIRAZ","AQUIRAZ","Caatinga","CEARA"
4201273,"ARABUTÃ","ARABUTA","Mata Atlantica","SANTA CATARINA"
2500809,"ARAÇAGI","ARACAGI","Caatinga","PARAIBA"
3103207,"ARAÇAÍ","ARACAI","Cerrado","MINAS GERAIS"
2800308,"ARACAJU","ARACAJU","Mata Atlantica","SERGIPE"
3502754,"ARAÇARIGUAMA","ARACARIGUAMA","Mata Atlantica","SAO PAULO"
2902054,"ARAÇÁS","ARACAS","Mata Atlantica","BAHIA"
2301109,"ARACATI","ARACATI","Caatinga","CEARA"
2902005,"ARACATU","ARACATU","Caatinga","BAHIA"
3502804,"ARAÇATUBA","ARACATUBA","Mata Atlantica","SAO PAULO"
2902104,"ARACI","ARACI","Caatinga","BAHIA"
3103306,"ARACITABA","ARACITABA","Mata Atlantica","MINAS GERAIS"
2301208,"ARACOIABA","ARACOIABA","Caatinga","CEARA"
2601052,"ARAÇOIABA","ARACOIABA","Mata Atlantica","PERNAMBUCO"
3502903,"ARAÇOIABA DA SERRA","ARACOIABA DA SERRA","Mata Atlantica","SAO PAULO"
3200607,"ARACRUZ","ARACRUZ","Mata Atlantica","ESPIRITO SANTO"
5201603,"ARAÇU","ARACU","Cerrado","GOIAS"
3103405,"ARAÇUAÍ","ARACUAI","Cerrado","MINAS GERAIS"
3103405,"ARAÇUAÍ","ARACUAI","Mata Atlantica","MINAS GERAIS"
5201702,"ARAGARÇAS","ARAGARCAS","Cerrado","GOIAS"
5201801,"ARAGOIÂNIA","ARAGOIANIA","Cerrado","GOIAS"
1701309,"ARAGOMINAS","ARAGOMINAS","Amazonia","TOCANTINS"
1701903,"ARAGUACEMA","ARAGUACEMA","Cerrado","TOCANTINS"
1702000,"ARAGUAÇU","ARAGUACU","Cerrado","TOCANTINS"
5101001,"ARAGUAIANA","ARAGUAIANA","Cerrado","MATO GROSSO"
1702109,"ARAGUAÍNA","ARAGUAINA","Amazonia","TOCANTINS"
1702109,"ARAGUAÍNA","ARAGUAINA","Cerrado","TOCANTINS"
5101209,"ARAGUAINHA","ARAGUAINHA","Cerrado","MATO GROSSO"
1702158,"ARAGUANÃ","ARAGUANA","Amazonia","TOCANTINS"
2100873,"ARAGUANÃ","ARAGUANA","Amazonia","MARANHAO"
5202155,"ARAGUAPAZ","ARAGUAPAZ","Cerrado","GOIAS"
3103504,"ARAGUARI","ARAGUARI","Cerrado","MINAS GERAIS"
3103504,"ARAGUARI","ARAGUARI","Mata Atlantica","MINAS GERAIS"
1702208,"ARAGUATINS","ARAGUATINS","Amazonia","TOCANTINS"
1702208,"ARAGUATINS","ARAGUATINS","Cerrado","TOCANTINS"
2100907,"ARAIOSES","ARAIOSES","Caatinga","MARANHAO"
2100907,"ARAIOSES","ARAIOSES","Cerrado","MARANHAO"
5001243,"ARAL MOREIRA","ARAL MOREIRA","Cerrado","MATO GROSSO DO SUL"
5001243,"ARAL MOREIRA","ARAL MOREIRA","Mata Atlantica","MATO GROSSO DO SUL"
2902203,"ARAMARI","ARAMARI","Mata Atlantica","BAHIA"
4300851,"ARAMBARÉ","ARAMBARE","Pampa","RIO GRANDE DO SUL"
2100956,"ARAME","ARAME","Amazonia","MARANHAO"
2100956,"ARAME","ARAME","Cerrado","MARANHAO"
3503000,"ARAMINA","ARAMINA","Cerrado","SAO PAULO"
3503000,"ARAMINA","ARAMINA","Mata Atlantica","SAO PAULO"
3503109,"ARANDU","ARANDU","Cerrado","SAO PAULO"
3503109,"ARANDU","ARANDU","Mata Atlantica","SAO PAULO"
3103603,"ARANTINA","ARANTINA","Mata Atlantica","MINAS GERAIS"
3503158,"ARAPEÍ","ARAPEI","Mata Atlantica","SAO PAULO"
2700300,"ARAPIRACA","ARAPIRACA","Caatinga","ALAGOAS"
2700300,"ARAPIRACA","ARAPIRACA","Mata Atlantica","ALAGOAS"
1702307,"ARAPOEMA","ARAPOEMA","Amazonia","TOCANTINS"
3103702,"ARAPONGA","ARAPONGA","Mata Atlantica","MINAS GERAIS"
4101507,"ARAPONGAS","ARAPONGAS","Mata Atlantica","PARANA"
3103751,"ARAPORÃ","ARAPORA","Cerrado","MINAS GERAIS"
3103751,"ARAPORÃ","ARAPORA","Mata Atlantica","MINAS GERAIS"
4101606,"ARAPOTI","ARAPOTI","Cerrado","PARANA"
4101606,"ARAPOTI","ARAPOTI","Mata Atlantica","PARANA"
3103801,"ARAPUÁ","ARAPUA","Cerrado","MINAS GERAIS"
4101655,"ARAPUÃ","ARAPUA","Mata Atlantica","PARANA"
5101258,"ARAPUTANGA","ARAPUTANGA","Amazonia","MATO GROSSO"
5101258,"ARAPUTANGA","ARAPUTANGA","Cerrado","MATO GROSSO"
4201307,"ARAQUARI","ARAQUARI","Mata Atlantica","SANTA CATARINA"
2500908,"ARARA","ARARA","Caatinga","PARAIBA"
4201406,"ARARANGUÁ","ARARANGUA","Mata Atlantica","SANTA CATARINA"
3503208,"ARARAQUARA","ARARAQUARA","Cerrado","SAO PAULO"
3503208,"ARARAQUARA","ARARAQUARA","Mata Atlantica","SAO PAULO"
3503307,"ARARAS","ARARAS","Cerrado","SAO PAULO"
3503307,"ARARAS","ARARAS","Mata Atlantica","SAO PAULO"
2301257,"ARARENDÁ","ARARENDA","Caatinga","CEARA"
2101004,"ARARI","ARARI","Amazonia","MARANHAO"
2101004,"ARARI","ARARI","Cerrado","MARANHAO"
4300877,"ARARICÁ","ARARICA","Mata Atlantica","RIO GRANDE DO SUL"
2301307,"ARARIPE","ARARIPE","Caatinga","CEARA"
2601102,"ARARIPINA","ARARIPINA","Caatinga","PERNAMBUCO"
3300209,"ARARUAMA","ARARUAMA","Mata Atlantica","RIO DE JANEIRO"
4101705,"ARARUNA","ARARUNA","Mata Atlantica","PARANA"
2501005,"ARARUNA","ARARUNA","Caatinga","PARAIBA"
2902252,"ARATACA","ARATACA","Mata Atlantica","BAHIA"
4300901,"ARATIBA","ARATIBA","Mata Atlantica","RIO GRANDE DO SUL"
2301406,"ARATUBA","ARATUBA","Caatinga","CEARA"
2902302,"ARATUÍPE","ARATUIPE","Mata Atlantica","BAHIA"
2800407,"ARAUÁ","ARAUA","Mata Atlantica","SERGIPE"
4101804,"ARAUCÁRIA","ARAUCARIA","Mata Atlantica","PARANA"
3103900,"ARAÚJOS","ARAUJOS","Cerrado","MINAS GERAIS"
3104007,"ARAXÁ","ARAXA","Cerrado","MINAS GERAIS"
3104106,"ARCEBURGO","ARCEBURGO","Mata Atlantica","MINAS GERAIS"
3503356,"ARCO-ÍRIS","ARCO-IRIS","Mata Atlantica","SAO PAULO"
3104205,"ARCOS","ARCOS","Cerrado","MINAS GERAIS"
3104205,"ARCOS","ARCOS","Mata Atlantica","MINAS GERAIS"
2601201,"ARCOVERDE","ARCOVERDE","Caatinga","PERNAMBUCO"
3104304,"AREADO","AREADO","Mata Atlantica","MINAS GERAIS"
3300225,"AREAL","AREAL","Mata Atlantica","RIO DE JANEIRO"
3503406,"AREALVA","AREALVA","Cerrado","SAO PAULO"
3503406,"AREALVA","AREALVA","Mata Atlantica","SAO PAULO"
2501104,"AREIA","AREIA","Caatinga","PARAIBA"
2800506,"AREIA BRANCA","AREIA BRANCA","Mata Atlantica","SERGIPE"
2401107,"AREIA BRANCA","AREIA BRANCA","Caatinga","RIO GRANDE DO NORTE"
2501153,"AREIA DE BARAÚNAS","AREIA DE BARAUNAS","Caatinga","PARAIBA"
2501203,"AREIAL","AREIAL","Caatinga","PARAIBA"
3503505,"AREIAS","AREIAS","Mata Atlantica","SAO PAULO"
3503604,"AREIÓPOLIS","AREIOPOLIS","Cerrado","SAO PAULO"
3503604,"AREIÓPOLIS","AREIOPOLIS","Mata Atlantica","SAO PAULO"
5101308,"ARENÁPOLIS","ARENAPOLIS","Amazonia","MATO GROSSO"
5202353,"ARENÓPOLIS","ARENOPOLIS","Cerrado","GOIAS"
2401206,"ARÊS","ARES","Mata Atlantica","RIO GRANDE DO NORTE"
3104403,"ARGIRITA","ARGIRITA","Mata Atlantica","MINAS GERAIS"
3104452,"ARICANDUVA","ARICANDUVA","Cerrado","MINAS GERAIS"
3104452,"ARICANDUVA","ARICANDUVA","Mata Atlantica","MINAS GERAIS"
3104502,"ARINOS","ARINOS","Cerrado","MINAS GERAIS"
5101407,"ARIPUANÃ","ARIPUANA","Amazonia","MATO GROSSO"
1100023,"ARIQUEMES","ARIQUEMES","Amazonia","RONDONIA"
3503703,"ARIRANHA","ARIRANHA","Mata Atlantica","SAO PAULO"
4101853,"ARIRANHA DO IVAÍ","ARIRANHA DO IVAI","Mata Atlantica","PARANA"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
3300233,"ARMAÇÃO DOS BÚZIOS","ARMACAO DOS BUZIOS","Mata Atlantica","RIO DE JANEIRO"
4201505,"ARMAZÉM","ARMAZEM","Mata Atlantica","SANTA CATARINA"
2301505,"ARNEIROZ","ARNEIROZ","Caatinga","CEARA"
2200905,"AROAZES","AROAZES","Cerrado","PIAUI"
2501302,"AROEIRAS","AROEIRAS","Caatinga","PARAIBA"
2200954,"AROEIRAS DO ITAIM","AROEIRAS DO ITAIM","Caatinga","PIAUI"
2201002,"ARRAIAL","ARRAIAL","Caatinga","PIAUI"
2201002,"ARRAIAL","ARRAIAL","Cerrado","PIAUI"
3300258,"ARRAIAL DO CABO","ARRAIAL DO CABO","Mata Atlantica","RIO DE JANEIRO"
3300258,"ARRAIAL DO CABO","ARRAIAL DO CABO","Mata Atlantica","RIO DE JANEIRO"
3300258,"ARRAIAL DO CABO","ARRAIAL DO CABO","Mata Atlantica","RIO DE JANEIRO"
3300258,"ARRAIAL DO CABO","ARRAIAL DO CABO","Mata Atlantica","RIO DE JANEIRO"
1702406,"ARRAIAS","ARRAIAS","Cerrado","TOCANTINS"
4301008,"ARROIO DO MEIO","ARROIO DO MEIO","Mata Atlantica","RIO GRANDE DO SUL"
4301073,"ARROIO DO PADRE","ARROIO DO PADRE","Pampa","RIO GRANDE DO SUL"
4301057,"ARROIO DO SAL","ARROIO DO SAL","Mata Atlantica","RIO GRANDE DO SUL"
4301206,"ARROIO DO TIGRE","ARROIO DO TIGRE","Mata Atlantica","RIO GRANDE DO SUL"
4301107,"ARROIO DOS RATOS","ARROIO DOS RATOS","Pampa","RIO GRANDE DO SUL"
4301305,"ARROIO GRANDE","ARROIO GRANDE","Pampa","RIO GRANDE DO SUL"
4201604,"ARROIO TRINTA","ARROIO TRINTA","Mata Atlantica","SANTA CATARINA"
3503802,"ARTUR NOGUEIRA","ARTUR NOGUEIRA","Mata Atlantica","SAO PAULO"
5202502,"ARUANÃ","ARUANA","Cerrado","GOIAS"
3503901,"ARUJÁ","ARUJA","Mata Atlantica","SAO PAULO"
4201653,"ARVOREDO","ARVOREDO","Mata Atlantica","SANTA CATARINA"
4301404,"ARVOREZINHA","ARVOREZINHA","Mata Atlantica","RIO GRANDE DO SUL"
4201703,"ASCURRA","ASCURRA","Mata Atlantica","SANTA CATARINA"
3503950,"ASPÁSIA","ASPASIA","Mata Atlantica","SAO PAULO"
4101903,"ASSAÍ","ASSAI","Mata Atlantica","PARANA"
2301604,"ASSARÉ","ASSARE","Caatinga","CEARA"
3504008,"ASSIS","ASSIS","Cerrado","SAO PAULO"
3504008,"ASSIS","ASSIS","Mata Atlantica","SAO PAULO"
1200054,"ASSIS BRASIL","ASSIS BRASIL","Amazonia","ACRE"
4102000,"ASSIS CHATEAUBRIAND","ASSIS CHATEAUBRIAND","Mata Atlantica","PARANA"
2501351,"ASSUNÇÃO","ASSUNCAO","Caatinga","PARAIBA"
2201051,"ASSUNÇÃO DO PIAUÍ","ASSUNCAO DO PIAUI","Caatinga","PIAUI"
3104601,"ASTOLFO DUTRA","ASTOLFO DUTRA","Mata Atlantica","MINAS GERAIS"
4102109,"ASTORGA","ASTORGA","Mata Atlantica","PARANA"
2700409,"ATALAIA","ATALAIA","Mata Atlantica","ALAGOAS"
4102208,"ATALAIA","ATALAIA","Mata Atlantica","PARANA"
1300201,"ATALAIA DO NORTE","ATALAIA DO NORTE","Amazonia","AMAZONAS"
4201802,"ATALANTA","ATALANTA","Mata Atlantica","SANTA CATARINA"
3104700,"ATALÉIA","ATALEIA","Mata Atlantica","MINAS GERAIS"
3504107,"ATIBAIA","ATIBAIA","Mata Atlantica","SAO PAULO"
3200706,"ATÍLIO VIVACQUA","ATILIO VIVACQUA","Mata Atlantica","ESPIRITO SANTO"
1702554,"AUGUSTINÓPOLIS","AUGUSTINOPOLIS","Amazonia","TOCANTINS"
1702554,"AUGUSTINÓPOLIS","AUGUSTINOPOLIS","Cerrado","TOCANTINS"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
1500909,"AUGUSTO CORRÊA","AUGUSTO CORREA","Amazonia","PARA"
3104809,"AUGUSTO DE LIMA","AUGUSTO DE LIMA","Cerrado","MINAS GERAIS"
4301503,"AUGUSTO PESTANA","AUGUSTO PESTANA","Mata Atlantica","RIO GRANDE DO SUL"
4301503,"AUGUSTO PESTANA","AUGUSTO PESTANA","Pampa","RIO GRANDE DO SUL"
2401305,"AUGUSTO SEVERO","AUGUSTO SEVERO","Caatinga","RIO GRANDE DO NORTE"
4301552,"ÁUREA","AUREA","Mata Atlantica","RIO GRANDE DO SUL"
2902401,"AURELINO LEAL","AURELINO LEAL","Mata Atlantica","BAHIA"
3504206,"AURIFLAMA","AURIFLAMA","Mata Atlantica","SAO PAULO"
5202601,"AURILÂNDIA","AURILANDIA","Cerrado","GOIAS"
4201901,"AURORA","AURORA","Mata Atlantica","SANTA CATARINA"
2301703,"AURORA","AURORA","Caatinga","CEARA"
1500958,"AURORA DO PARÁ","AURORA DO PARA","Amazonia","PARA"
1702703,"AURORA DO TOCANTINS","AURORA DO TOCANTINS","Cerrado","TOCANTINS"
1300300,"AUTAZES","AUTAZES","Amazonia","AMAZONAS"
3504305,"AVAÍ","AVAI","Cerrado","SAO PAULO"
3504305,"AVAÍ","AVAI","Mata Atlantica","SAO PAULO"
3504404,"AVANHANDAVA","AVANHANDAVA","Mata Atlantica","SAO PAULO"
3504503,"AVARÉ","AVARE","Cerrado","SAO PAULO"
3504503,"AVARÉ","AVARE","Mata Atlantica","SAO PAULO"
1501006,"AVEIRO","AVEIRO","Amazonia","PARA"
2201101,"AVELINO LOPES","AVELINO LOPES","Caatinga","PIAUI"
5202809,"AVELINÓPOLIS","AVELINOPOLIS","Cerrado","GOIAS"
2101103,"AXIXÁ","AXIXA","Amazonia","MARANHAO"
1702901,"AXIXÁ DO TOCANTINS","AXIXA DO TOCANTINS","Cerrado","TOCANTINS"
1703008,"BABAÇULÂNDIA","BABACULANDIA","Cerrado","TOCANTINS"
2101202,"BACABAL","BACABAL","Amazonia","MARANHAO"
2101202,"BACABAL","BACABAL","Cerrado","MARANHAO"
2101251,"BACABEIRA","BACABEIRA","Amazonia","MARANHAO"
2101301,"BACURI","BACURI","Amazonia","MARANHAO"
2101350,"BACURITUBA","BACURITUBA","Amazonia","MARANHAO"
3504602,"BADY BASSITT","BADY BASSITT","Mata Atlantica","SAO PAULO"
3104908,"BAEPENDI","BAEPENDI","Mata Atlantica","MINAS GERAIS"
4301602,"BAGÉ","BAGE","Pampa","RIO GRANDE DO SUL"
1501105,"BAGRE","BAGRE","Amazonia","PARA"
2501401,"BAÍA DA TRAIÇÃO","BAIA DA TRAICAO","Mata Atlantica","PARAIBA"
2401404,"BAÍA FORMOSA","BAIA FORMOSA","Mata Atlantica","RIO GRANDE DO NORTE"
2902500,"BAIANÓPOLIS","BAIANOPOLIS","Cerrado","BAHIA"
1501204,"BAIÃO","BAIAO","Amazonia","PARA"
2902609,"BAIXA GRANDE","BAIXA GRANDE","Caatinga","BAHIA"
2201150,"BAIXA GRANDE DO RIBEIRO","BAIXA GRANDE DO RIBEIRO","Cerrado","PIAUI"
2301802,"BAIXIO","BAIXIO","Caatinga","CEARA"
3200805,"BAIXO GUANDU","BAIXO GUANDU","Mata Atlantica","ESPIRITO SANTO"
3504701,"BALBINOS","BALBINOS","Mata Atlantica","SAO PAULO"
3105004,"BALDIM","BALDIM","Cerrado","MINAS GERAIS"
5203104,"BALIZA","BALIZA","Cerrado","GOIAS"
4201950,"BALNEÁRIO ARROIO DO SILVA","BALNEARIO ARROIO DO SILVA","Mata Atlantica","SANTA CATARINA"
4202057,"BALNEÁRIO BARRA DO SUL","BALNEARIO BARRA DO SUL","Mata Atlantica","SANTA CATARINA"
4202057,"BALNEÁRIO BARRA DO SUL","BALNEARIO BARRA DO SUL","Mata Atlantica","SANTA CATARINA"
4202057,"BALNEÁRIO BARRA DO SUL","BALNEARIO BARRA DO SUL","Mata Atlantica","SANTA CATARINA"
4202057,"BALNEÁRIO BARRA DO SUL","BALNEARIO BARRA DO SUL","Mata Atlantica","SANTA CATARINA"
4202008,"BALNEÁRIO CAMBORIÚ","BALNEARIO CAMBORIU","Mata Atlantica","SANTA CATARINA"
4202073,"BALNEÁRIO GAIVOTA","BALNEARIO GAIVOTA","Mata Atlantica","SANTA CATARINA"
4212809,"BALNEÁRIO PIÇARRAS","BALNEARIO PICARRAS","Mata Atlantica","SANTA CATARINA"
4301636,"BALNEÁRIO PINHAL","BALNEARIO PINHAL","Pampa","RIO GRANDE DO SUL"
4220000,"BALNEÁRIO RINCÃO","BALNEARIO RINCAO","Mata Atlantica","SANTA CATARINA"
4102307,"BALSA NOVA","BALSA NOVA","Mata Atlantica","PARANA"
3504800,"BÁLSAMO","BALSAMO","Mata Atlantica","SAO PAULO"
2101400,"BALSAS","BALSAS","Cerrado","MARANHAO"
3105103,"BAMBUÍ","BAMBUI","Cerrado","MINAS GERAIS"
2301851,"BANABUIÚ","BANABUIU","Caatinga","CEARA"
3504909,"BANANAL","BANANAL","Mata Atlantica","SAO PAULO"
2501500,"BANANEIRAS","BANANEIRAS","Caatinga","PARAIBA"
3105202,"BANDEIRA","BANDEIRA","Mata Atlantica","MINAS GERAIS"
3105301,"BANDEIRA DO SUL","BANDEIRA DO SUL","Mata Atlantica","MINAS GERAIS"
4202081,"BANDEIRANTE","BANDEIRANTE","Mata Atlantica","SANTA CATARINA"
4102406,"BANDEIRANTES","BANDEIRANTES","Mata Atlantica","PARANA"
5001508,"BANDEIRANTES","BANDEIRANTES","Cerrado","MATO GROSSO DO SUL"
1703057,"BANDEIRANTES DO TOCANTINS","BANDEIRANTES DO TOCANTINS","Amazonia","TOCANTINS"
1703057,"BANDEIRANTES DO TOCANTINS","BANDEIRANTES DO TOCANTINS","Cerrado","TOCANTINS"
1501253,"BANNACH","BANNACH","Amazonia","PARA"
2902658,"BANZAÊ","BANZAE","Caatinga","BAHIA"
4301651,"BARÃO","BARAO","Mata Atlantica","RIO GRANDE DO SUL"
3505005,"BARÃO DE ANTONINA","BARAO DE ANTONINA","Mata Atlantica","SAO PAULO"
3105400,"BARÃO DE COCAIS","BARAO DE COCAIS","Cerrado","MINAS GERAIS"
3105400,"BARÃO DE COCAIS","BARAO DE COCAIS","Mata Atlantica","MINAS GERAIS"
4301701,"BARÃO DE COTEGIPE","BARAO DE COTEGIPE","Mata Atlantica","RIO GRANDE DO SUL"
2101509,"BARÃO DE GRAJAÚ","BARAO DE GRAJAU","Cerrado","MARANHAO"
5101605,"BARÃO DE MELGAÇO","BARAO DE MELGACO","Cerrado","MATO GROSSO"
5101605,"BARÃO DE MELGAÇO","BARAO DE MELGACO","Pantanal","MATO GROSSO"
3105509,"BARÃO DE MONTE ALTO","BARAO DE MONTE ALTO","Mata Atlantica","MINAS GERAIS"
4301750,"BARÃO DO TRIUNFO","BARAO DO TRIUNFO","Pampa","RIO GRANDE DO SUL"
2401453,"BARAÚNA","BARAUNA","Caatinga","RIO GRANDE DO NORTE"
2501534,"BARAÚNA","BARAUNA","Caatinga","PARAIBA"
3105608,"BARBACENA","BARBACENA","Mata Atlantica","MINAS GERAIS"
2301901,"BARBALHA","BARBALHA","Caatinga","CEARA"
3505104,"BARBOSA","BARBOSA","Mata Atlantica","SAO PAULO"
4102505,"BARBOSA FERRAZ","BARBOSA FERRAZ","Mata Atlantica","PARANA"
1501303,"BARCARENA","BARCARENA","Amazonia","PARA"
2401503,"BARCELONA","BARCELONA","Caatinga","RIO GRANDE DO NORTE"
1300409,"BARCELOS","BARCELOS","Amazonia","AMAZONAS"
3505203,"BARIRI","BARIRI","Cerrado","SAO PAULO"
3505203,"BARIRI","BARIRI","Mata Atlantica","SAO PAULO"
2902708,"BARRA","BARRA","Caatinga","BAHIA"
4202099,"BARRA BONITA","BARRA BONITA","Mata Atlantica","SANTA CATARINA"
3505302,"BARRA BONITA","BARRA BONITA","Mata Atlantica","SAO PAULO"
2201176,"BARRA D'ALCÂNTARA","BARRA D'ALCANTARA","Cerrado","PIAUI"
2902807,"BARRA DA ESTIVA","BARRA DA ESTIVA","Caatinga","BAHIA"
