"vec_Munic"	"vec_Month"	"vec_Area"	"vec_FS"	"vec_LUT"	"vec_Prec"	"vec_Temp"	"vec_Humid"	"vec_Speed"
"29"	4303509	1	1680.168	0	2.275	0.180750807957418	22.32848	80.7590934316465	2.51473501910322
"30"	4303707	1	224.801	0	0.03	0.086868569285026	25.78953	58.3898016256803	2.23256357223229
"31"	4303806	1	276.162	0	0.058	0.11052490400908	22.0355	71.3239005211605	2.49050209856443
"32"	4304101	1	226.202	0	0.072	0.0274255257531987	22.65894	68.5664881000586	4.09504865374136
"33"	4304200	1	944.058	0	0.852	0.0380435570259579	23.88156	69.7884194173748	3.08517169248678
"34"	4304309	1	247.047	0	0.063	0.0900091804155568	25.7175	59.0495428884607	2.12642754673977
"35"	4304358	1	933.628	13	2.873	0.0571993396241931	23.3683	65.3074335422146	4.36081481502277
"36"	4304507	1	3526.253	3	7.885	0.104738014103904	21.28023	78.0557942042702	4.55986248796572
"37"	4304606	1	130.789	0	0.023	0.233701233479846	23.39478	73.3854298069749	1.92062307393543
"38"	4304655	1	1007.796	0	1.292	0.0718870921018251	25.03037	59.8252963180489	3.04826429080289
"39"	4304663	1	783.624	0	1.279	0.0613342352980915	22.17581	74.1832405197317	4.5042644105399
"40"	4304689	1	183.12	0	0.189	0.156523580211998	23.20399	72.0417214205408	2.23033808823084
"41"	4304671	1	412.889	0	0.377	0.248383802897249	22.76014	77.5330061145911	3.64702388588051
"42"	4304705	1	665.229	0	0.122	0.12328663380571	22.36814	70.3822355544703	2.88172700575289
"43"	4305009	1	583.184	0	0.055	0.102581694822748	24.81814	60.4573381428696	2.85211444776471
"44"	4305124	1	451.699	0	1.007	0.0668638190209427	21.85287	75.3056143460812	4.60726680140278
"45"	4305132	1	158.025	0	0.096	0.0439273839507783	23.92083	69.3688792705266	3.13562582013759
"46"	4305173	1	324.908	0	0.542	0.177545064783377	23.09053	77.4713315472171	1.9107740788832
"47"	4305306	1	684.247	0	0.076	0.132650877902697	22.75172	68.715301582286	2.72191267511616
"48"	4305355	1	217.362	0	0.253	0.148775380139837	24.25156	71.2649655198959	2.05674995902645
"49"	4305405	1	397.179	0	0.023	0.132623757821324	24.57985	59.9724736549748	2.78188436392637
"50"	4305439	1	202.387	0	0.358	0.021859074372206	23.0805	70.0409903296984	5.84029486091797
"51"	4305447	1	220.471	0	0.791	0.168937310494407	22.41546	79.669424588537	2.31836908846072
"52"	4305454	1	243.42	0	0.097	0.242170871676428	22.96981	78.5552650987331	4.43805370598394
"53"	4305603	1	286.295	0	0.009	0.0526015828462014	21.70124	72.6347727927769	3.77116851079753
"54"	4305702	1	465.192	0	0.027	0.120118616008557	23.86798	63.0693504507491	3.09955571308712
"55"	4305850	1	277.637	0	0.015	0.121294120804388	22.28652	70.7369238322984	2.91573211372457
"56"	4305871	1	163.684	0	0.033	0.0942815217445877	24.68726	61.0917688295521	3.00024661134372
"57"	4305900	1	492.303	0	0.079	0.145087928110604	24.21847	60.9934295105843	2.89049858753337
"58"	4305975	1	421.493	0	0.101	0.107443829177311	21.60123	73.0313809813274	2.95154877067181
"59"	4306056	1	682.138	0	1.208	0.152687235896129	22.13416	80.3834554124523	3.31235077995961
"60"	4306106	1	1358.818	0	0.366	0.0761274766364818	23.92368	63.9816695678716	3.55270379521019
"61"	4306130	1	166.883	0	0.017	0.109166838316225	22.00236	71.4082815995676	2.44162152450845
"62"	4306353	1	217.363	0	0.076	0.0677654040073674	26.29398	56.7271264123889	2.40545224341674
"63"	4306379	1	601.17	0	1.368	0.069437355315165	25.54714	61.426086115841	2.80251475849339
"64"	4306429	1	226.072	0	0.014	0.146856895969404	24.02634	63.0981535683814	2.64703801713873
"65"	4306502	1	1355.195	0	2.372	0.1300920877829	22.50728	77.992437341881	2.78663721491563
"66"	4306601	1	5194.051	0	7.843	0.0349264482097367	24.98003	58.2934102888838	3.75786674402487
"67"	4306767	1	509.614	0	0.578	0.209585349343608	23.77827	74.1468286523359	1.75507189595167
"68"	4306908	1	3348.447	6	5.162	0.121081985114517	23.0595	73.3689382934305	2.91432856735037
"69"	4306924	1	71.191	0	0.001	0.131595244866502	23.02843	68.0372780181132	2.28320908882597
"70"	4306932	1	552.986	0	0.217	0.0696497276831658	25.40132	59.8704365287656	2.66217076479567
"71"	4306957	1	119.912	0	0.031	0.121152789081562	22.40341	69.5415637057526	2.40033562667745
"72"	4306973	1	152.506	0	0.038	0.102191707514412	21.54252	72.8033753215638	2.50028034783429
"73"	4307005	1	429.204	0	0.074	0.0980720846690718	21.62895	72.4427861028575	2.22251964406242
"74"	4307054	1	238.558	0	0.022	0.0707495209876092	21.71188	72.8008218206951	3.56564541438392
"75"	4307302	1	357.181	0	0.024	0.149684142724075	24.12568	63.745178058558	2.46517214737392
"76"	4307559	1	99.757	0	0.005	0.105202113352874	21.53145	72.9016361162639	2.70172177663959
"77"	4307708	1	27.676	0	0.007	0.24517577251919	22.94773	74.3189973646034	2.00548538566506
"78"	4307815	1	281.613	0	0.151	0.0480332659995408	23.4584	69.0272956901619	3.56159196806222
"79"	4307831	1	418.069	0	0.363	0.0686480973507352	25.3041	60.0610703552495	2.76554758394915
"80"	4308409	1	578.875	0	0.815	0.0905714650386246	24.76287	64.5502287440398	3.16818791368308
"81"	4308458	1	650.512	0	0.289	0.039176972327668	23.11321	66.9083682383723	3.97979864554292
"82"	4308656	1	803.737	0	0.943	0.0714276832716812	26.34188	56.9172716421197	2.49042175104692
"83"	4308805	1	510.01	0	0.763	0.0907000892572893	24.21715	71.0264974061584	2.34317455691455
"84"	4308904	1	287.466	0	0.009	0.104787987600689	21.50126	72.8651223212752	2.63343432272599
"85"	4309001	1	857.059	0	0.164	0.097187430360856	25.56817	59.3212982504781	2.16369028496237
"86"	4309050	1	323.788	0	0.301	0.259081489754517	22.36957	77.1668070705433	3.04868624913194
"87"	4309126	1	131.396	0	0.007	0.132242815781115	23.10456	67.9098677779401	2.25190746894573
"88"	4309209	1	462.656	0	0.212	0.245786582096488	22.90077	75.4612097976674	2.60854182498939
"89"	4309308	1	376.166	0	0.419	0.209657013923989	23.80919	73.9875093320748	1.75482554895661
"90"	4309506	1	290.7	0	0.01	0.0880607696300817	25.76408	58.4873483063228	2.22688700294524
"91"	4307104	1	1759.717	1	1.869	0.0747153701913853	22.53052	71.2169692896333	4.03505999533915
"92"	4309654	1	822.608	0	3.342	0.056753098909631	23.54689	64.2604996342212	4.2991083106859
"93"	4310009	1	607.185	0	0.037	0.0379139063437553	23.06438	67.0865858544994	3.99218591753353
"94"	4310207	1	689.064	0	0.026	0.108503345449819	24.04169	62.2938294100647	3.29343427012075
"95"	4310330	1	39.766	0	0	0.246121014285004	22.94523	72.580009123798	4.76216509270146
"96"	4310405	1	358.283	0	0.063	0.116417231697857	24.93796	60.8874904841752	2.30898278273828
"97"	4310413	1	113.749	0	0.006	0.127502521304206	24.68502	60.3119173034334	2.62894747086046
"98"	4310462	1	157.882	0	0.014	0.108185842751771	21.91258	71.929951888343	2.61727164649248
"99"	4310538	1	172.801	0	0.083	0.0822925764910045	25.276	64.2946749094568	2.87902684566782
"100"	4310553	1	1120.874	0	0.856	0.0720417737049559	25.83924	57.5873520116704	2.82498915979053
"101"	4310603	1	3406.606	0	5.359	0.0575034818259493	25.8787	58.2630418263397	2.75536269008176
"102"	4310751	1	122.93	0	0.075	0.0881534649357598	25.011	65.3776559982343	2.97027845261362
"103"	4310850	1	127.589	0	0.007	0.147809588311499	23.94988	64.0510765571002	2.52969620786122
"104"	4310876	1	339.399	0	0.41	0.0255788805343392	22.58755	68.8270482868811	4.1131592646576
"105"	4310900	1	179.238	0	0.008	0.107400838257391	21.93421	71.6933660825864	2.45835282661362
"106"	4311007	1	2051.845	0	4.834	0.0783857105238195	22.71527	72.0917573553594	3.47143462710681
"107"	4311106	1	672.735	0	0.475	0.0697277020200437	24.98529	61.6777969572396	2.82901828522462
"108"	4311130	1	856.475	0	1.972	0.0831360687972215	24.65063	63.425251751272	3.12108204379324
"109"	4311155	1	1238.938	0	0.61	0.0672594724221056	24.79326	60.7442131664862	3.27339630203928
"110"	4311205	1	1929.544	0	1.817	0.081952194762245	24.77013	64.8830084322521	3.16582245561088
"111"	4311502	1	2600.969	0	2.14	0.0377019839874965	25.22833	58.436246724541	3.50794017575698
"112"	4311718	1	1682.82	0	2.61	0.0591419659611711	25.73464	58.601960752376	2.77455674062545
"113"	4311759	1	1390.696	0	3.069	0.0419641113986713	25.64003	58.7608609104345	2.6556612064244
"114"	4311775	1	621.561	0	0.074	0.282875773689013	21.88342	57.6634260570149	3.70214436982857
"115"	4311981	1	338.45	0	0.45	0.166517953883355	23.62991	74.604797621086	1.96705230760011
"116"	4312104	1	311.884	0	0.225	0.0724601020533172	25.30913	61.2726469866903	2.85861940796107
"117"	4312138	1	238.268	0	0.062	0.109232968933251	21.51802	73.0342132858288	2.97322609596894
"118"	4312179	1	114.653	0	0.018	0.0832065185560228	25.87254	57.7001350734737	2.33829840576177
"119"	4312252	1	424.339	0	0.952	0.0757148767289897	23.68952	73.6458628759593	2.4152820598349
"120"	4312401	1	424.846	0	0.429	0.151845759300872	23.11048	72.0867550610412	2.27167410741912
"121"	4312450	1	244.645	0	0.444	0.0845703789428298	21.5806	77.3858087202447	4.5746595553663
"122"	4312500	1	1977.442	0	1.092	0.12686649912702	23.16876	78.2311222353741	4.26918543643857
"123"	4312658	1	361.689	0	0.017	0.0548045716110835	21.70253	72.6549295808414	3.74621994260234
"124"	4312708	1	468.962	0	0.044	0.127770978695749	22.66027	68.7188216810521	2.44144231397959
"125"	4312955	1	93.733	0	0.003	0.130272896378347	22.65431	69.1386073127978	2.76249635935639
"126"	4313037	1	191	0	0.142	0.0658944288048027	25.06214	59.88736190835	2.84436672183274
"127"	4313102	1	314.613	0	0.199	0.0847701032586272	24.87958	65.1077803805619	3.07696564208
"128"	4313334	1	255.264	0	0.024	0.125211206199419	24.06029	61.6932352094073	3.13988558370101
"129"	4313375	1	217.866	0	0.098	0.247595834732603	22.85344	74.5158934283265	2.0233834531391
"130"	4313490	1	123.344	0	0.006	0.145083644298659	23.65442	64.7620517450844	2.60322424804409
"131"	4313391	1	192.998	0	0.111	0.0745290128982438	24.16983	68.5561012606856	3.0761562956647
"132"	4313508	1	663.562	0	0.272	0.255359569349675	22.66946	69.2612895506107	4.50225344195107
"133"	4313656	1	949.201	2	0.532	0.189022626970956	23.60412	76.65570562104	4.21631320034568
"134"	4313706	1	1421.101	0	0.187	0.143526023290423	23.37833	65.8853408620741	2.59054241987506
"135"	4313904	1	490.823	0	0.027	0.108868092923979	23.94771	62.8840865575628	3.24601654879701
"136"	4313953	1	841.225	2	1.682	0.0878413166930556	23.57266	74.3366860559993	2.35504490397353
"137"	4314027	1	337.534	0	0.226	0.0798032203499363	24.24652	68.1928876289281	3.08645646866181
"138"	4314076	1	265.133	0	0.665	0.0352988819267358	23.69384	71.1462756389863	2.71514559644422
"139"	4314100	1	783.603	0	0.246	0.0956302644140056	21.71602	72.9897118437339	3.17231268920896
"140"	4314134	1	149.718	0	0.016	0.100724579579968	21.64565	72.3584696161917	2.37002756998663
"141"	4314175	1	1373.985	1	3.419	0.0714282254573365	22.71039	69.8012688443388	4.12596937143089
"142"	4314209	1	603.757	0	1.558	0.0664819252455193	22.17866	74.1305261509939	4.33320716670456
"143"	4314308	1	414.872	0	0.053	0.0806935027523599	23.87141	64.1841798387789	3.48396406416194
"144"	4314407	1	1609.708	3	1.681	0.0886713956752717	21.93601	76.6206315638438	4.26505900285919
"145"	4314472	1	478.11	0	0.523	0.0814498176025402	24.75062	64.8429360547714	3.18166386197995
"146"	4314506	1	2248.221	0	1.491	0.0824583389512751	22.4247	69.9756912846977	4.58536591431899
"147"	4314555	1	293.723	0	0.106	0.0709551660331081	26.2634	57.1750234799122	2.37273903075406
"148"	4314605	1	3537.799	1	4.138	0.0828584453222805	21.84873	73.1368448448943	4.80695043356929
"149"	4314779	1	503.538	0	0.052	0.111561062682752	22.00194	71.6711990919288	2.71630053690734
"150"	4314787	1	99.504	0	0.008	0.102901733527459	21.65634	72.2195713616586	2.46458183810886
"151"	4314803	1	160.386	0	0.128	0.266067724960102	22.13377	76.0187649062428	2.15999611368665
"152"	4314902	1	495.39	0	0.082	0.210200491680636	24.04374	72.7792903443296	1.75295734416814
"153"	4315107	1	281.497	0	0.04	0.0727751213373077	26.21251	57.5611719947913	2.304701537285
"154"	4315305	1	3139.995	0	1.767	0.027465663356981	25.54652	56.09801908126	2.18487280477346
"155"	4315313	1	268.583	0	0.04	0.107155595578193	21.9124	71.8193337355368	2.50022817608259
"156"	4315321	1	543.359	0	0.756	0.0832411016591052	24.70232	63.8801566530299	3.11990156743491
"157"	4315354	1	223.072	0	0.011	0.0328063768234797	22.86694	67.8072542494966	4.04227701188139
"158"	4315404	1	303.694	0	0.025	0.147918208121083	24.11526	62.9958667776862	2.60509800651517
"159"	4315503	1	968.62	2	1.16	0.0879998708335367	24.36218	67.6342797768427	3.10397648353765
"160"	4315602	1	2709.391	1	1.794	0.0472690232038342	22.84687	71.8722285080356	4.3745468364597
"161"	4315701	1	2051.112	0	5.174	0.0579862122404805	23.86036	72.6358902528229	2.50334783422316
"162"	4315958	1	295.326	0	0.098	0.0682372930680071	26.0199	57.3291426131637	2.41210718200021
"163"	4316105	1	419.344	0	0.036	0.113277923378644	22.11546	71.0633511152078	2.54861179820608
"164"	4316204	1	252.454	0	0.007	0.119570263927972	22.33193	70.2320568184356	2.57346697442352
"165"	4316303	1	349.074	0	0.147	0.0709080508000212	26.24306	57.24958787343	2.34253151213129
"166"	4316402	1	4343.656	0	5.074	0.0190417609840621	25.60702	56.5871262951153	2.75072374692449
"167"	4316436	1	221.554	0	0.017	0.105032394639533	23.59276	65.2636470745257	3.11755159960794
"168"	4316451	1	507.698	0	0.188	0.0338311067845648	22.90656	67.6626656585879	4.03222717370463
"169"	4317103	1	6946.407	0	5.649	0.0250189457443996	24.64099	56.4188322930241	3.06127686223072
"170"	4316709	1	975.518	0	0.106	0.101362484200032	23.63477	65.1008809101526	3.17280066086609
"171"	4316808	1	733.898	0	0.783	0.0202856843890174	23.66705	71.0450611291048	3.00945813267027
"172"	4316972	1	955.299	0	0.893	0.059929583528868	25.50065	60.0656841764007	3.03305122631971
"173"	4316907	1	1780.796	6	2.021	0.0891544993744221	25.13073	64.7849082267816	2.92597759179998
"174"	4317202	1	489.38	0	0.045	0.0919505517666885	25.65986	60.5150001465686	1.82138563214214
"175"	4317301	1	5195.667	1	5.076	0.0425636710461263	23.045	70.5179404240869	4.82918030660332
"176"	4317004	1	1420.616	2	0.851	0.102412630774157	22.39481	70.0568360739422	4.46135082833489
"177"	4317400	1	2414.195	1	3.77	0.0738883303094815	24.90434	60.3125960935196	2.91151938292282
"178"	4317509	1	679.34	0	0.142	0.0951729275809683	25.6212	58.3476093303494	2.35639656638409
"179"	4317608	1	1049.807	0	0.78	0.262272675259972	22.23387	77.9629708111356	3.36622659156787
"180"	4317707	1	1710.869	0	1.315	0.0697533647490498	26.08474	56.8833084287692	2.79008677486241
"181"	4317756	1	203.44	0	0.039	0.0683062540804363	21.71045	72.778466548613	3.59331510204841
"182"	4317806	1	467.775	0	0.046	0.144498139527509	24.35369	59.8159720528782	3.00795924758975
"183"	4318002	1	3616.69	0	3.551	0.0755366935512654	26.22548	57.1441432221838	2.85024018770161
"184"	4318101	1	2508.453	0	4.509	0.0531172294984485	25.29977	59.2627312658161	2.73874822209557
"185"	4318309	1	5051.904	7	8.182	0.0333359007342482	26.20355	56.5103257360975	2.8751103889715
"186"	4318408	1	935.596	0	1.826	0.147357214742311	23.53305	74.9680285930512	2.06125565327013
"187"	4318499	1	77.631	0	0.004	0.124949080178027	24.9738	60.3311377432633	2.41055289655897
"188"	4318507	1	1071.824	0	1.15	0.0531921647309808	22.6131	74.5295004716662	4.94862064898226
"189"	4318804	1	2036.125	0	3.6	0.122132200202182	22.03462	78.004749737965	3.58246903018572
"190"	4318903	1	1295.522	0	1.222	0.0602193893531783	26.28488	55.7314282196397	2.56393227986488
"191"	4319125	1	669.547	0	1.428	0.0865077317022724	24.87095	64.5322688910213	3.01876433322345
"192"	4319158	1	1228.447	0	1.618	0.0679445346521756	25.1834	59.3175381768414	3.04902429703864
"193"	4319208	1	485.588	0	0.379	0.0687211883700382	26.31348	56.7494070174667	2.43796509698216
"194"	4319364	1	79.894	0	0.002	0.145428717285375	23.6913	64.6755483504439	2.59364962884891
"195"	4319406	1	873.734	0	0.508	0.0719158455308267	25.42359	61.5456422679059	2.82745371965908
"196"	4319604	1	2204.779	0	3.882	0.0909341699724622	24.55164	64.3351040083281	3.3129514349405
"197"	4319703	1	154.45	0	0.025	0.105497265616803	21.66638	71.9910564572612	2.55336183188301
"198"	4319737	1	107.402	0	0.005	0.134349065359932	24.59629	59.5316708400766	2.85612760555024
"199"	4319802	1	1172.64	0	1.437	0.0440516651017533	25.53301	58.7026531738762	2.73581335931756
"200"	4320008	1	58.309	0	0.018	0.25032956353441	22.74693	74.7383093800237	2.04360130633283
"201"	4320107	1	352.968	0	0.022	0.120612584243197	22.36256	70.1309522660741	2.59434239408213
"202"	4320206	1	300.827	0	0.018	0.150380535481687	24.11037	64.1704639734786	2.40009162900644
"203"	4320321	1	147.068	0	0.024	0.0913272191476317	25.68427	59.5680653425787	2.02717989864499
"204"	4320354	1	282.13	0	0.463	0.182970372225404	22.9594	78.6522177441749	2.52441982826365
"205"	4320503	1	440.17	0	0.047	0.1062596548311	21.55587	72.9566800887115	2.80870319625218
"206"	4320552	1	252.013	0	0.365	0.170537271475275	23.32261	76.2217390516953	1.94615534301319
"207"	4320578	1	129.238	0	0.003	0.0915727045218043	25.68782	58.8792387205253	2.18649853891841
"208"	4320859	1	94.754	0	0.061	0.0539054555283139	22.81873	71.850069285466	2.80175919655957
"209"	4321105	1	805.452	0	1.196	0.171762019309394	23.06914	78.2200886694778	2.87730212682341
"210"	4321303	1	349.967	0	0.364	0.049663073631875	23.01826	71.6896011902332	2.78201090883165
"211"	4321352	1	610.106	0	0.431	0.0872699886755278	22.98067	78.7768003209254	5.20107403880204
"212"	4321493	1	203.002	0	0.012	0.0740530557800289	25.31393	61.638009741582	2.8498794672808
"213"	4321600	1	142.878	0	0.07	0.234618167695277	23.37189	72.6862779876881	4.70513292637466
"214"	4321808	1	421.403	0	0.044	0.116628850324775	25.14084	60.7097466236193	2.19658341379154
"215"	4321857	1	180.599	0	0.115	0.129270482118292	22.95338	68.3124568665633	2.25928370946493
"216"	4321956	1	268.417	0	0.042	0.13214475786313	23.08595	67.9356706964175	2.26151658477393
"217"	4322004	1	817.625	1	0.727	0.159252331023304	23.25853	72.0154515856355	2.20622521643878
"218"	4322103	1	181.198	0	0.01	0.0971894736487555	25.56824	59.3120212891478	2.16581857352842
"219"	4322202	1	2253.23	0	2.728	0.0785997273969598	24.53671	63.6475620843183	3.26691450434581
"220"	4322327	1	253.635	0	0.505	0.0958489463404999	22.05468	76.6520141466711	4.05446437547466
"221"	4322343	1	125.876	0	0.017	0.0888060229792806	25.74386	58.89641998435	2.14453498077817
"222"	4322376	1	602.387	0	0.751	0.0611596930550201	25.26847	59.2094607939763	2.79131092350049
"223"	4322400	1	5702.098	0	6.487	0.0319520948392381	25.93317	57.5396260796866	2.57191677536864
"224"	4322525	1	329.727	0	0.663	0.0370389459298	23.612	71.2120935599022	2.72324559437849
"225"	4322608	1	771.806	0	0.644	0.0430277783637183	23.33033	71.4386211467152	2.75112360935838
"226"	4323002	1	1496.515	0	1.435	0.23990174279511	23.12523	75.2095781078022	2.68946874448991
"227"	4323200	1	238.133	0	0.007	0.0498686792238447	21.69964	72.6097674182627	3.80211829750554
"228"	4323358	1	151.695	0	0.012	0.108745016272951	21.49669	73.0015177518715	2.91098748081105
"229"	4323457	1	508.278	0	0.648	0.079819921702794	24.82359	62.7142520983543	3.26086273225571
"230"	4323754	1	258.312	0	0.055	0.0702300914843975	25.62976	59.2110715368277	2.49653274567358
"231"	4323804	1	60.799	0	0.001	0.261875116412498	22.53143	64.180837437292	4.27739438711031
"232"	4300034	2	1551.339	0	6.833	0.351245139485723	23.70852	72.4985433777857	3.24482190191933
"233"	4300059	2	291.503	0	0.023	0.129632364438167	23.07672	72.3481606578311	2.78175725023174
"234"	4300208	2	322.699	0	0.02	0.107332481705157	25.40445	62.0357267393861	2.10852303314714
"235"	4300406	2	7800.163	11	12.137	0.0998421778884056	26.58918	62.8746320745383	1.59187941700816
"236"	4300455	2	172.794	0	0.005	0.163643071963254	25.6368	62.2786945941113	2.16884168588357
"237"	4300471	2	265.327	0	0.021	0.143068426582253	24.17962	68.5769013797667	2.93381777535698
"238"	4300604	2	71.648	0	0.023	0.235897679189763	25.24582	74.438744818359	1.88961702562161
"239"	4300638	2	505.983	0	0.973	0.097716324620242	23.55571	80.3441989833107	1.82403766797419
"240"	4300851	2	518.193	0	0.625	0.0881548541186264	24.03798	81.328229151616	1.29579480268548
"241"	4301073	2	124.693	0	0.215	0.154228445488823	23.20609	78.4566117842264	3.60810256517752
"242"	4301107	2	425.791	0	0.888	0.150941481995692	25.08085	76.5667919931359	1.11096893200903
"243"	4301305	2	2508.545	1	3.933	0.282043338602655	22.86069	76.6130695690325	3.48990774780249
"244"	4301503	2	348.33	0	0.041	0.0744255481180656	25.84585	62.8320668949351	1.56423778043088
"245"	4301602	2	4090.36	1	12.255	0.316479164728451	24.23679	71.144907796003	3.37028040602881
"246"	4301636	2	102.386	0	0.017	0.161218790152338	23.88812	80.3385245164204	3.13912769980689
"247"	4301750	2	436.101	0	0.678	0.122564043878728	24.74286	77.9749875741784	0.916980269453718
"248"	4301875	2	1055.937	0	1.884	0.145508952924962	26.66145	62.9014661706	2.24674239282785
"249"	4301909	2	729.316	0	0.954	0.16515393531012	25.04273	77.0741685688186	1.57377345963053
"250"	4302154	2	196.064	0	0.02	0.10508623791671	25.63529	62.1512365364146	2.30390175705886
"251"	4302220	2	701.315	0	0.145	0.0307017119363565	25.74755	62.4354436448419	1.43334294813563
"252"	4302238	2	504.114	0	0.429	0	25.51984	63.6062525732083	2.04201221841866
"253"	4302501	2	1610.056	0	0.693	0.116844922211092	26.51409	62.7055566657983	2.42627511890303
"254"	4302709	2	752.187	5	1.767	0.149149049652993	25.03511	76.7380642810958	1.21284746307665
"255"	4302808	2	3047.113	0	2.805	0.22262410612099	24.7445	68.8645395234364	3.26972147541789
"256"	4302907	2	2373.174	0	4.236	0.0913839544048119	26.51559	62.3857815342498	2.22604906863106
"257"	4303004	2	3736.158	0	7.223	0.237154932003129	25.22378	72.101209549851	2.54117364339752
"258"	4303103	2	43.782	0	0.005	0.257171700371347	25.32645	73.511782272978	1.6779304997282
"259"	4303301	2	261.303	0	0.064	0.117521632955183	26.60836	62.9949387081783	2.2330984726551
"260"	4303509	2	1680.168	0	2.275	0.0382366270710197	23.32964	83.1797294160001	0.906279441692338
"261"	4303707	2	224.801	0	0.03	0.130437089926608	26.52651	62.6759845458821	1.987943460687
"262"	4303806	2	276.162	0	0.058	0.0908241540723387	23.63846	70.3649280799966	2.54150026040546
"263"	4304101	2	226.202	0	0.072	0	25.23023	63.9818449958913	2.83498440361126
"264"	4304200	2	944.058	0	0.852	0.177234128055733	25.46439	71.7044616545053	2.43292982120368
"265"	4304309	2	247.047	0	0.063	0.13623769442555	26.44433	63.4306933750156	1.8938014637281
"266"	4304358	2	933.628	0	2.873	0.302599503291711	23.87629	72.7855646575856	3.69818510151005
"267"	4304507	2	3526.253	0	7.885	0.168427212583081	22.94593	77.9413825981348	3.90041041646765
"268"	4304606	2	130.789	0	0.023	0.25617517881316	25.38104	73.4115133774328	1.66034367952541
"269"	4304655	2	1007.796	0	1.292	0.106452208326606	25.91556	63.9861982450658	2.41634723625919
"270"	4304663	2	783.624	0	1.279	0.230766390574661	23.29225	76.5013947419559	3.81502858310234
"271"	4304689	2	183.12	0	0.189	0.264302874146205	25.01531	72.9530662344703	1.89145944035047
"272"	4304671	2	412.889	0	0.377	0.185822482130925	24.01777	79.1768468761359	2.87715335454572
"273"	4304705	2	665.229	0	0.122	0.144335572068137	24.04247	69.2473681755555	2.94422424494828
"274"	4305009	2	583.184	0	0.055	0.117697199982722	25.85785	62.5023763053271	1.74910508021481
"275"	4305124	2	451.699	0	1.007	0.235838754045461	22.96301	76.9946569556513	4.01813652420769
"276"	4305132	2	158.025	0	0.096	0.18144131275722	25.48355	71.2571449608418	2.48888758774994
"277"	4305173	2	324.908	0	0.542	0.0808458361816242	24.25297	80.0216349178363	0.599120873347276
"278"	4305306	2	684.247	0	0.076	0.140737728491072	24.43189	67.34369201387	2.91467684869734
"279"	4305355	2	217.362	0	0.253	0.226324787538549	25.98954	72.7893489523612	1.57549602901578
